,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2015,Lyme disease cummulative for 2014,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2015,Malaria cummulative for 2014,"Meningococcal diseases, invasive�, All groups current week","Meningococcal diseases, invasive�, All groups previous 52 weeks median ","Meningococcal diseases, invasive�, All groups previous 52 weeks maximum ","Meningococcal diseases, invasive�, All groups cummulative for 2015","Meningococcal diseases, invasive�, All groups cummulative for 2014"
80,2015,40,Calif.,0,0,3,27,67,0,2,4,63,73,1,0,4,37,51
81,2015,40,Hawaii,N,0,0,N,N,0,0,1,0,3,0,0,1,3,2
82,2015,40,Oreg.,1,1,3,42,35,0,0,2,14,14,0,0,3,17,15
83,2015,40,Wash.,1,0,3,14,11,0,0,3,13,32,0,0,6,8,10
84,2015,40,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,40,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,40,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,40,P.R.,N,0,0,N,N,0,0,5,6,0,0,0,0,0,0
88,2015,40,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,40,,,,,,,,,,,,,,,,
22,2015,41,UNITED STATES,153,413,"1,994","27,438","28,722",13,22,54,914,"1,375",3,7,14,279,344
23,2015,41,NEW ENGLAND,5,95,644,"6,606","10,003",0,1,6,56,96,0,0,2,16,14
24,2015,41,Conn.,1,20,168,"1,712","2,064",0,0,1,7,14,0,0,0,0,3
25,2015,41,Maine,0,13,77,953,"1,221",0,0,3,6,4,0,0,2,4,1
26,2015,41,Mass.,0,29,309,"2,431","4,875",0,0,3,31,54,0,0,2,7,9
27,2015,41,N.H.,0,6,66,536,695,0,0,2,4,6,0,0,1,1,0
28,2015,41,R.I.,0,11,69,555,636,0,0,3,8,14,0,0,2,3,1
29,2015,41,Vt.,4,5,53,419,512,0,0,0,0,4,0,0,1,1,0
30,2015,41,MID. ATLANTIC,109,198,"1,176","15,474","12,262",7,4,23,257,373,1,1,4,28,42
31,2015,41,N.J.,1,40,247,"2,716","2,778",0,1,5,52,68,0,0,1,5,8
32,2015,41,N.Y. (Upstate),60,37,231,"2,834","2,226",1,1,4,39,53,0,0,1,6,6
33,2015,41,N.Y. City,6,5,560,847,735,6,2,17,146,175,0,0,2,7,16
34,2015,41,Pa.,42,90,816,"9,077","6,523",0,0,3,20,77,1,0,2,10,12
35,2015,41,E.N. CENTRAL,0,14,146,"1,431","1,822",1,2,6,82,112,0,1,5,37,39
36,2015,41,Ill.,0,2,26,230,223,0,1,3,34,42,0,0,1,6,11
37,2015,41,Ind.,0,0,2,7,101,0,0,1,3,19,0,0,1,4,4
38,2015,41,Mich.,0,1,11,105,111,0,0,2,11,13,0,0,1,6,8
39,2015,41,Ohio,0,2,18,134,98,1,1,3,32,31,0,0,4,13,8
40,2015,41,Wis.,0,7,104,955,"1,289",0,0,2,2,7,0,0,2,8,8
41,2015,41,W.N. CENTRAL,0,5,30,304,"1,530",0,1,3,29,104,0,0,3,26,20
42,2015,41,Iowa,0,1,28,250,180,0,0,3,13,12,0,0,1,5,2
43,2015,41,Kans.,0,0,2,18,18,0,0,1,5,9,0,0,1,5,1
44,2015,41,Minn.,0,0,24,1,"1,304",0,0,1,0,50,0,0,3,12,5
45,2015,41,Mo.,0,0,1,0,8,0,0,1,2,13,0,0,1,2,8
46,2015,41,Nebr.,0,0,1,5,7,0,0,1,3,8,0,0,1,1,0
47,2015,41,N. Dak.,0,0,4,25,11,0,0,1,3,9,0,0,0,0,2
48,2015,41,S. Dak.,0,0,1,5,2,0,0,1,3,3,0,0,1,1,2
49,2015,41,S. ATLANTIC,37,58,220,"3,374","2,791",2,6,15,254,353,1,1,5,52,77
50,2015,41,Del.,3,5,30,342,377,0,0,1,3,2,0,0,0,0,1
51,2015,41,D.C.,0,1,7,60,29,0,0,1,9,13,0,0,1,3,1
52,2015,41,Fla.,2,2,15,148,113,1,1,3,31,42,0,0,3,20,38
53,2015,41,Ga.,0,0,1,0,3,0,1,8,42,71,0,0,2,9,13
54,2015,41,Md.,19,20,108,"1,373","1,105",1,1,9,95,128,0,0,1,2,5
55,2015,41,N.C.,0,0,78,167,65,0,0,8,19,25,0,0,1,4,11
56,2015,41,S.C.,0,1,3,35,30,0,0,1,3,5,0,0,3,2,2
57,2015,41,Va.,13,21,149,"1,020",948,0,1,5,51,65,1,0,2,11,6
58,2015,41,W. Va.,0,2,23,229,121,0,0,1,1,2,0,0,1,1,0
59,2015,41,E.S. CENTRAL,0,1,11,85,114,1,0,4,24,40,0,0,2,7,15
60,2015,41,Ala.,0,0,3,24,53,0,0,2,10,13,0,0,1,5,5
61,2015,41,Ky.,0,0,6,40,42,0,0,1,2,10,0,0,0,0,3
62,2015,41,Miss.,0,0,1,1,2,0,0,1,1,0,0,0,0,0,1
63,2015,41,Tenn.,0,0,4,20,17,1,0,1,11,17,0,0,2,2,6
64,2015,41,W.S. CENTRAL,0,1,7,38,28,1,2,9,84,107,0,1,3,32,32
65,2015,41,Ark.,0,0,0,0,0,0,0,2,7,5,0,0,1,2,1
66,2015,41,La.,0,0,0,0,2,0,0,2,5,18,0,0,2,4,7
67,2015,41,Okla.,0,0,0,0,0,0,0,1,6,6,0,0,1,3,7
68,2015,41,Tex.,0,1,7,38,26,1,1,8,66,78,0,0,3,23,17
69,2015,41,MOUNTAIN,0,1,2,30,51,0,1,3,32,65,0,0,3,11,24
70,2015,41,Ariz.,0,0,1,8,19,0,0,2,13,20,0,0,1,4,9
71,2015,41,Colo.,0,0,0,0,0,0,0,2,6,24,0,0,2,3,3
72,2015,41,Idaho,0,0,2,7,7,0,0,1,3,3,0,0,1,0,3
73,2015,41,Mont.,0,0,1,4,7,0,0,1,1,2,0,0,0,0,4
74,2015,41,Nev.,0,0,1,6,6,0,0,2,3,9,0,0,1,1,2
75,2015,41,N. Mex.,0,0,0,0,0,0,0,1,3,2,0,0,1,1,2
76,2015,41,Utah,0,0,1,4,10,0,0,1,3,5,0,0,1,1,1
77,2015,41,Wyo.,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0
78,2015,41,PACIFIC,2,2,7,96,121,1,2,6,96,125,1,1,8,70,81
79,2015,41,Alaska,1,0,2,8,8,0,0,2,3,2,1,0,1,3,1
80,2015,41,Calif.,0,1,4,33,67,1,2,5,66,74,0,0,4,39,52
81,2015,41,Hawaii,N,0,0,N,N,0,0,1,0,3,0,0,1,3,2
82,2015,41,Oreg.,0,1,3,40,35,0,0,2,14,14,0,0,3,17,16
83,2015,41,Wash.,1,0,3,15,11,0,0,3,13,32,0,0,6,8,10
84,2015,41,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,41,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,41,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,41,P.R.,N,0,0,N,N,0,0,5,6,0,0,0,0,0,0
88,2015,41,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,41,,,,,,,,,,,,,,,,
22,2015,42,UNITED STATES,176,407,"2,031","28,304","29,233",14,22,54,938,"1,399",2,6,14,285,353
23,2015,42,NEW ENGLAND,4,94,659,"6,878","10,209",1,1,6,57,97,0,0,2,16,14
24,2015,42,Conn.,0,18,172,"1,832","2,115",0,0,1,7,14,0,0,0,0,3
25,2015,42,Maine,2,15,77,984,"1,249",1,0,3,7,4,0,0,2,4,1
26,2015,42,Mass.,1,29,317,"2,486","4,946",0,0,3,31,55,0,0,2,7,9
27,2015,42,N.H.,0,6,65,534,700,0,0,2,4,6,0,0,1,1,0
28,2015,42,R.I.,0,10,69,605,677,0,0,3,8,14,0,0,2,3,1
29,2015,42,Vt.,1,5,53,437,522,0,0,0,0,4,0,0,1,1,0
30,2015,42,MID. ATLANTIC,129,192,"1,186","15,918","12,465",6,4,23,267,381,0,1,4,29,42
31,2015,42,N.J.,0,40,254,"2,824","2,837",0,1,5,54,70,0,0,1,6,8
32,2015,42,N.Y. (Upstate),54,38,232,"2,896","2,263",2,1,4,41,55,0,0,1,6,6
33,2015,42,N.Y. City,7,5,560,854,745,4,2,17,150,178,0,0,2,7,16
34,2015,42,Pa.,68,90,821,"9,344","6,620",0,0,3,22,78,0,0,2,10,12
35,2015,42,E.N. CENTRAL,2,14,148,"1,499","1,843",0,2,6,84,113,0,1,5,38,41
36,2015,42,Ill.,0,2,26,231,224,0,1,3,34,42,0,0,1,7,11
37,2015,42,Ind.,0,0,2,7,102,0,0,1,3,19,0,0,1,4,4
38,2015,42,Mich.,2,1,11,117,112,0,0,2,11,13,0,0,1,6,9
39,2015,42,Ohio,0,2,18,137,101,0,1,3,32,32,0,0,4,13,9
40,2015,42,Wis.,0,8,106,"1,007","1,304",0,0,2,4,7,0,0,2,8,8
41,2015,42,W.N. CENTRAL,0,5,30,306,"1,553",0,1,3,30,104,0,0,3,26,20
42,2015,42,Iowa,0,1,28,252,184,0,0,3,14,12,0,0,1,5,2
43,2015,42,Kans.,0,0,2,18,18,0,0,1,5,9,0,0,1,5,1
44,2015,42,Minn.,0,0,24,1,"1,321",0,0,1,0,50,0,0,3,12,5
45,2015,42,Mo.,0,0,1,0,8,0,0,1,2,13,0,0,1,2,8
46,2015,42,Nebr.,0,0,1,5,7,0,0,1,3,8,0,0,1,1,0
47,2015,42,N. Dak.,0,0,4,25,13,0,0,1,3,9,0,0,0,0,2
48,2015,42,S. Dak.,0,0,1,5,2,0,0,1,3,3,0,0,1,1,2
49,2015,42,S. ATLANTIC,39,58,220,"3,450","2,842",6,6,15,260,354,0,1,5,52,79
50,2015,42,Del.,2,5,30,350,382,0,0,1,3,2,0,0,0,0,1
51,2015,42,D.C.,0,1,7,60,29,0,0,1,9,13,0,0,1,3,1
52,2015,42,Fla.,1,3,15,151,117,1,1,3,32,43,0,0,3,20,40
53,2015,42,Ga.,0,0,1,0,3,0,1,8,42,71,0,0,2,9,13
54,2015,42,Md.,11,21,108,"1,398","1,120",5,1,9,100,128,0,0,1,2,5
55,2015,42,N.C.,14,0,78,181,65,0,0,8,19,25,0,0,1,4,11
56,2015,42,S.C.,0,1,3,35,31,0,0,1,3,5,0,0,3,2,2
57,2015,42,Va.,11,20,149,"1,044",974,0,1,5,51,65,0,0,2,11,6
58,2015,42,W. Va.,0,2,23,231,121,0,0,1,1,2,0,0,1,1,0
59,2015,42,E.S. CENTRAL,2,1,11,89,117,0,0,4,24,41,0,0,2,7,16
60,2015,42,Ala.,1,0,3,25,56,0,0,2,10,14,0,0,1,5,6
61,2015,42,Ky.,1,0,6,42,42,0,0,1,2,10,0,0,0,0,3
62,2015,42,Miss.,0,0,1,2,2,0,0,1,1,0,0,0,0,0,1
63,2015,42,Tenn.,0,0,4,20,17,0,0,1,11,17,0,0,2,2,6
64,2015,42,W.S. CENTRAL,0,0,7,38,29,1,2,9,87,111,0,1,3,32,32
65,2015,42,Ark.,0,0,0,0,0,0,0,2,8,5,0,0,1,2,1
66,2015,42,La.,0,0,0,0,2,0,0,2,5,18,0,0,2,4,7
67,2015,42,Okla.,0,0,0,0,0,0,0,1,6,7,0,0,1,3,7
68,2015,42,Tex.,0,0,7,38,27,1,1,8,68,81,0,0,3,23,17
69,2015,42,MOUNTAIN,0,1,2,30,52,0,1,3,32,68,1,0,3,12,25
70,2015,42,Ariz.,0,0,1,8,19,0,0,2,13,21,0,0,1,4,9
71,2015,42,Colo.,0,0,0,0,0,0,0,1,6,26,1,0,2,4,3
72,2015,42,Idaho,0,0,2,7,7,0,0,1,3,3,0,0,1,0,3
73,2015,42,Mont.,0,0,1,4,7,0,0,1,1,2,0,0,0,0,4
74,2015,42,Nev.,0,0,1,6,6,0,0,2,3,9,0,0,1,1,3
75,2015,42,N. Mex.,0,0,0,0,0,0,0,1,3,2,0,0,1,1,2
76,2015,42,Utah,0,0,1,4,10,0,0,1,3,5,0,0,1,1,1
77,2015,42,Wyo.,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0
78,2015,42,PACIFIC,0,2,7,96,123,0,2,6,97,130,1,1,8,73,84
79,2015,42,Alaska,0,0,2,8,8,0,0,2,3,2,0,0,1,3,2
80,2015,42,Calif.,0,1,4,33,68,0,2,5,66,78,0,0,4,40,53
81,2015,42,Hawaii,N,0,0,N,N,0,0,1,1,3,0,0,1,4,2
82,2015,42,Oreg.,0,1,3,40,35,0,0,2,14,14,1,0,3,18,16
83,2015,42,Wash.,0,0,3,15,12,0,0,3,13,33,0,0,6,8,11
84,2015,42,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,42,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,42,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,42,P.R.,N,0,0,N,N,0,0,5,6,0,0,0,0,0,0
88,2015,42,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,42,,,,,,,,,,,,,,,,
22,2015,43,UNITED STATES,167,400,"2,061","29,157","29,648",20,21,54,977,"1,421",3,7,14,293,358
23,2015,43,NEW ENGLAND,4,85,665,"6,991","10,350",0,1,6,58,97,0,0,2,17,14
24,2015,43,Conn.,0,18,172,"1,832","2,151",0,0,1,7,14,0,0,0,0,3
25,2015,43,Maine,1,14,77,"1,013","1,265",0,0,3,7,4,0,0,2,4,1
26,2015,43,Mass.,0,29,321,"2,523","5,007",0,0,3,32,55,0,0,2,8,9
27,2015,43,N.H.,0,6,65,533,706,0,0,2,4,6,0,0,1,1,0
28,2015,43,R.I.,0,10,69,605,692,0,0,3,8,14,0,0,2,3,1
29,2015,43,Vt.,3,6,53,485,529,0,0,0,0,4,0,0,1,1,0
30,2015,43,MID. ATLANTIC,125,200,"1,196","16,431","12,643",9,4,23,279,388,1,1,4,30,43
31,2015,43,N.J.,0,41,271,"3,049","2,881",0,1,5,56,71,0,0,1,6,8
32,2015,43,N.Y. (Upstate),70,43,232,"2,964","2,295",3,1,4,44,55,1,0,1,7,6
33,2015,43,N.Y. City,25,5,560,879,757,6,2,17,156,183,0,0,2,7,16
34,2015,43,Pa.,30,91,824,"9,539","6,710",0,0,3,23,79,0,0,2,10,13
35,2015,43,E.N. CENTRAL,3,13,158,"1,617","1,857",1,2,6,87,115,1,1,5,39,41
36,2015,43,Ill.,0,2,26,240,224,0,1,3,34,43,0,0,1,7,11
37,2015,43,Ind.,0,0,2,7,102,0,0,1,3,19,0,0,1,4,4
38,2015,43,Mich.,2,1,11,123,113,0,0,2,13,13,0,0,1,6,9
39,2015,43,Ohio,1,2,18,136,102,1,1,3,33,33,1,0,4,14,9
40,2015,43,Wis.,0,8,116,"1,111","1,316",0,0,2,4,7,0,0,2,8,8
41,2015,43,W.N. CENTRAL,0,5,30,313,"1,580",0,1,3,31,105,0,0,3,26,20
42,2015,43,Iowa,0,1,28,256,187,0,0,3,14,12,0,0,1,5,2
43,2015,43,Kans.,0,0,2,18,18,0,0,1,5,9,0,0,1,5,1
44,2015,43,Minn.,0,0,18,1,"1,345",0,0,1,0,50,0,0,3,12,5
45,2015,43,Mo.,0,0,1,0,8,0,0,1,2,13,0,0,1,2,8
46,2015,43,Nebr.,0,0,1,5,7,0,0,1,3,9,0,0,1,1,0
47,2015,43,N. Dak.,0,0,4,28,13,0,0,1,4,9,0,0,0,0,2
48,2015,43,S. Dak.,0,0,1,5,2,0,0,1,3,3,0,0,1,1,2
49,2015,43,S. ATLANTIC,31,58,223,"3,528","2,890",6,6,15,270,360,1,1,5,55,82
50,2015,43,Del.,3,5,30,355,388,0,0,1,3,2,0,0,0,0,1
51,2015,43,D.C.,0,1,7,60,30,0,0,1,9,13,0,0,1,3,1
52,2015,43,Fla.,1,3,15,152,119,1,1,3,35,44,1,0,3,21,42
53,2015,43,Ga.,0,0,1,0,3,0,1,8,42,73,0,0,2,9,13
54,2015,43,Md.,9,20,108,"1,427","1,145",3,1,9,104,130,0,0,1,2,5
55,2015,43,N.C.,6,0,78,187,65,2,0,8,21,25,0,0,1,4,11
56,2015,43,S.C.,1,1,3,37,31,0,0,1,3,5,0,0,3,3,2
57,2015,43,Va.,11,20,149,"1,079",987,0,1,5,52,66,0,0,2,12,6
58,2015,43,W. Va.,0,2,23,231,122,0,0,1,1,2,0,0,1,1,1
59,2015,43,E.S. CENTRAL,2,1,11,93,119,0,0,4,24,41,0,0,2,7,16
60,2015,43,Ala.,0,0,3,26,57,0,0,2,10,14,0,0,1,5,6
61,2015,43,Ky.,2,0,6,45,43,0,0,1,2,10,0,0,0,0,3
62,2015,43,Miss.,0,0,1,2,2,0,0,1,1,0,0,0,0,0,1
63,2015,43,Tenn.,0,0,4,20,17,0,0,1,11,17,0,0,2,2,6
64,2015,43,W.S. CENTRAL,0,0,7,40,29,1,2,9,90,115,0,1,3,32,33
65,2015,43,Ark.,0,0,0,0,0,0,0,2,8,5,0,0,1,2,1
66,2015,43,La.,0,0,0,0,2,0,0,2,5,18,0,0,2,4,7
67,2015,43,Okla.,0,0,0,0,0,0,0,1,6,8,0,0,1,3,8
68,2015,43,Tex.,0,0,7,40,27,1,1,8,71,84,0,0,3,23,17
69,2015,43,MOUNTAIN,1,1,2,32,53,1,1,3,33,68,0,0,3,12,25
70,2015,43,Ariz.,1,0,1,9,19,0,0,2,13,21,0,0,1,4,9
71,2015,43,Colo.,0,0,0,0,0,0,0,1,6,26,0,0,2,4,3
72,2015,43,Idaho,0,0,2,7,8,1,0,1,4,3,0,0,1,0,3
73,2015,43,Mont.,0,0,1,4,7,0,0,1,1,2,0,0,0,0,4
74,2015,43,Nev.,0,0,1,7,6,0,0,2,3,9,0,0,1,1,3
75,2015,43,N. Mex.,0,0,0,0,0,0,0,1,3,2,0,0,1,1,2
76,2015,43,Utah,0,0,1,4,10,0,0,1,3,5,0,0,1,1,1
77,2015,43,Wyo.,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0
78,2015,43,PACIFIC,1,2,7,112,127,2,3,6,105,132,0,1,8,75,84
79,2015,43,Alaska,0,0,2,8,8,0,0,2,3,2,0,0,1,3,2
80,2015,43,Calif.,0,1,4,48,69,0,2,5,71,79,0,0,4,42,53
81,2015,43,Hawaii,N,0,0,N,N,0,0,1,1,3,0,0,1,4,2
82,2015,43,Oreg.,0,1,3,40,38,0,0,2,15,14,0,0,3,18,16
83,2015,43,Wash.,1,0,3,16,12,2,0,3,15,34,0,0,6,8,11
84,2015,43,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,43,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,43,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,43,P.R.,N,0,0,N,N,0,0,5,6,0,0,0,0,0,0
88,2015,43,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,43,,,,,,,,,,,,,,,,
22,2015,44,UNITED STATES,210,403,"2,093","30,278","30,195",15,21,54,"1,001","1,452",2,6,14,297,364
23,2015,44,NEW ENGLAND,3,91,670,"7,366","10,507",0,1,6,59,103,0,0,2,18,15
24,2015,44,Conn.,1,23,183,"2,123","2,193",0,0,1,7,14,0,0,1,1,3
25,2015,44,Maine,1,15,77,"1,023","1,283",0,0,3,7,5,0,0,2,4,1
26,2015,44,Mass.,0,28,321,"2,523","5,069",0,0,3,32,57,0,0,2,8,10
27,2015,44,N.H.,0,6,65,533,712,0,0,2,4,6,0,0,1,1,0
28,2015,44,R.I.,0,10,69,621,703,0,0,2,9,17,0,0,2,3,1
29,2015,44,Vt.,1,6,53,543,547,0,0,0,0,4,0,0,1,1,0
30,2015,44,MID. ATLANTIC,155,200,"1,215","16,936","12,952",6,5,23,289,392,0,1,4,30,44
31,2015,44,N.J.,0,40,276,"3,250","2,967",0,1,5,57,73,0,0,1,6,8
32,2015,44,N.Y. (Upstate),61,43,232,"3,028","2,366",2,1,4,46,55,0,0,1,7,7
33,2015,44,N.Y. City,29,5,560,907,772,4,2,17,160,185,0,0,2,7,16
34,2015,44,Pa.,65,91,824,"9,751","6,847",0,0,3,26,79,0,0,2,10,13
35,2015,44,E.N. CENTRAL,4,12,166,"1,710","1,876",0,2,6,87,118,1,1,5,40,42
36,2015,44,Ill.,0,2,27,248,225,0,1,3,34,45,0,0,1,7,11
37,2015,44,Ind.,0,0,2,7,103,0,0,1,3,19,0,0,1,4,4
38,2015,44,Mich.,3,1,11,130,118,0,0,2,13,13,0,0,1,6,10
39,2015,44,Ohio,1,2,18,140,106,0,1,3,33,33,1,0,4,15,9
40,2015,44,Wis.,0,8,123,"1,185","1,324",0,0,2,4,8,0,0,2,8,8
41,2015,44,W.N. CENTRAL,0,4,30,318,"1,590",0,1,3,32,105,0,0,3,26,20
42,2015,44,Iowa,0,1,28,260,189,0,0,3,15,12,0,0,1,5,2
43,2015,44,Kans.,0,0,2,18,18,0,0,1,5,9,0,0,1,5,1
44,2015,44,Minn.,0,0,18,1,"1,353",0,0,1,0,50,0,0,3,12,5
45,2015,44,Mo.,0,0,1,0,8,0,0,1,2,13,0,0,1,2,8
46,2015,44,Nebr.,0,0,1,5,7,0,0,1,3,9,0,0,1,1,0
47,2015,44,N. Dak.,0,0,4,29,13,0,0,1,4,9,0,0,0,0,2
48,2015,44,S. Dak.,0,0,1,5,2,0,0,1,3,3,0,0,1,1,2
49,2015,44,S. ATLANTIC,47,62,227,"3,649","2,939",7,6,15,278,365,0,1,5,55,84
50,2015,44,Del.,5,5,30,365,392,0,0,1,3,2,0,0,0,0,1
51,2015,44,D.C.,0,1,7,66,32,0,0,1,9,13,0,0,1,3,1
52,2015,44,Fla.,5,3,15,157,120,0,1,3,35,45,0,0,3,21,43
53,2015,44,Ga.,0,0,1,0,3,2,1,8,44,76,0,0,2,9,13
54,2015,44,Md.,8,20,108,"1,462","1,170",4,1,9,108,130,0,0,1,2,6
55,2015,44,N.C.,2,1,78,189,65,1,0,8,22,25,0,0,1,4,11
56,2015,44,S.C.,0,1,3,37,32,0,0,1,3,5,0,0,3,3,2
57,2015,44,Va.,27,21,149,"1,129","1,002",0,1,5,53,67,0,0,2,12,6
58,2015,44,W. Va.,0,2,23,244,123,0,0,1,1,2,0,0,1,1,1
59,2015,44,E.S. CENTRAL,0,2,11,97,120,0,0,4,24,42,0,0,2,7,16
60,2015,44,Ala.,0,0,3,27,58,0,0,2,10,14,0,0,1,5,6
61,2015,44,Ky.,0,0,6,46,43,0,0,1,2,10,0,0,0,0,3
62,2015,44,Miss.,0,0,2,3,2,0,0,1,1,0,0,0,0,0,1
63,2015,44,Tenn.,0,0,4,21,17,0,0,1,11,18,0,0,2,2,6
64,2015,44,W.S. CENTRAL,1,0,7,43,30,1,2,9,91,119,1,1,3,33,33
65,2015,44,Ark.,0,0,0,0,0,0,0,2,8,5,0,0,1,2,1
66,2015,44,La.,0,0,0,0,2,0,0,2,5,19,0,0,2,4,7
67,2015,44,Okla.,0,0,0,0,0,0,0,1,6,9,0,0,1,3,8
68,2015,44,Tex.,1,0,7,43,28,1,1,8,72,86,1,0,3,24,17
69,2015,44,MOUNTAIN,0,1,2,32,53,0,1,3,33,71,0,0,3,12,26
70,2015,44,Ariz.,0,0,1,9,19,0,0,2,13,22,0,0,1,4,9
71,2015,44,Colo.,0,0,0,0,0,0,0,1,6,27,0,0,2,4,4
72,2015,44,Idaho,0,0,2,7,8,0,0,1,4,3,0,0,1,0,3
73,2015,44,Mont.,0,0,1,4,7,0,0,1,1,2,0,0,0,0,4
74,2015,44,Nev.,0,0,1,7,6,0,0,2,3,10,0,0,1,1,3
75,2015,44,N. Mex.,0,0,0,0,0,0,0,1,3,2,0,0,1,1,2
76,2015,44,Utah,0,0,1,4,10,0,0,1,3,5,0,0,1,1,1
77,2015,44,Wyo.,0,0,1,1,3,0,0,0,0,0,0,0,1,1,0
78,2015,44,PACIFIC,0,3,11,127,128,1,3,6,108,137,0,1,8,76,84
79,2015,44,Alaska,0,0,2,8,8,0,0,2,3,2,0,0,1,4,2
80,2015,44,Calif.,0,1,8,63,69,0,2,5,73,81,0,0,4,41,53
81,2015,44,Hawaii,N,0,0,N,N,0,0,1,1,3,0,0,1,4,2
82,2015,44,Oreg.,0,1,3,40,39,0,0,2,15,16,0,0,3,19,16
83,2015,44,Wash.,0,0,3,16,12,1,0,3,16,35,0,0,6,8,11
84,2015,44,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2015,44,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2015,44,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2015,44,P.R.,N,0,0,N,N,0,0,5,6,0,0,0,0,0,0
88,2015,44,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
102,2015,44,,,,,,,,,,,,,,,,
22,2015,45,UNITED STATES,130,385,"2,108","30,825","30,622",15,21,54,"1,019","1,473",3,6,14,304,369
23,2015,45,NEW ENGLAND,2,84,672,"7,434","10,632",0,1,6,60,108,0,0,2,18,15
24,2015,45,Conn.,1,20,186,"2,171","2,219",0,0,1,8,15,0,0,1,1,3
25,2015,45,Maine,0,12,77,"1,023","1,305",0,0,3,7,6,0,0,2,4,1
26,2015,45,Mass.,0,28,321,"2,523","5,115",0,0,3,32,58,0,0,2,8,10
27,2015,45,N.H.,0,6,65,533,716,0,0,2,4,7,0,0,1,1,0
28,2015,45,R.I.,0,10,69,621,723,0,0,2,9,18,0,0,2,3,1
29,2015,45,Vt.,1,6,53,563,554,0,0,0,0,4,0,0,1,1,0
30,2015,45,MID. ATLANTIC,90,209,"1,218","17,258","13,156",6,5,23,295,398,0,1,4,30,45
31,2015,45,N.J.,0,42,283,"3,364","3,019",0,1,5,57,73,0,0,1,6,8
32,2015,45,N.Y. (Upstate),43,47,232,"3,074","2,406",0,1,4,46,57,0,0,1,7,8
33,2015,45,N.Y. City,6,5,560,913,783,5,2,17,165,189,0,0,2,7,16
34,2015,45,Pa.,41,91,826,"9,907","6,948",1,0,3,27,79,0,0,2,10,13
35,2015,45,E.N. CENTRAL,0,13,166,"1,755","1,893",3,2,6,91,120,0,1,5,40,42
36,2015,45,Ill.,0,2,27,249,227,0,1,3,34,46,0,0,1,7,11
37,2015,45,Ind.,0,0,2,7,105,0,0,1,3,19,0,0,1,4,4
38,2015,45,Mich.,0,1,11,137,119,0,0,2,14,13,0,0,1,6,10
39,2015,45,Ohio,0,2,18,140,107,3,1,3,36,34,0,0,4,15,9
40,2015,45,Wis.,0,9,123,"1,222","1,335",0,0,2,4,8,0,0,2,8,8
41,2015,45,W.N. CENTRAL,0,4,30,322,"1,609",0,1,3,33,105,0,0,3,26,20
42,2015,45,Iowa,0,1,28,263,190,0,0,3,15,12,0,0,1,5,2
43,2015,45,Kans.,0,0,2,18,18,0,0,1,5,9,0,0,1,5,1
44,2015,45,Minn.,0,0,10,1,"1,371",0,0,1,0,50,0,0,3,12,5
45,2015,45,Mo.,0,0,1,0,8,0,0,1,2,13,0,0,1,2,8
46,2015,45,Nebr.,0,0,1,5,7,0,0,1,3,9,0,0,1,1,0
47,2015,45,N. Dak.,0,0,4,30,13,0,0,1,5,9,0,0,0,0,2
48,2015,45,S. Dak.,0,0,1,5,2,0,0,1,3,3,0,0,1,1,2
49,2015,45,S. ATLANTIC,35,64,229,"3,749","2,998",5,6,15,283,367,0,1,5,58,85
50,2015,45,Del.,5,5,30,376,397,0,0,1,3,2,0,0,0,0,1
