,year,mmwr_week,Reporting Area,"Meningococcal disease, all serogroups current week","Meningococcal disease, all serogroups previous 52 weeks median ","Meningococcal disease, all serogroups previous 52 weeks maximum ","Meningococcal disease, all serogroups cummulative for 2018","Meningococcal disease, all serogroups cummulative for 2017",Mumps current week,Mumps previous 52 weeks median ,Mumps previous 52 weeks maximum ,Mumps cummulative for 2018,Mumps cummulative for 2017,Pertussis current week,Pertussis previous 52 weeks median ,Pertussis previous 52 weeks maximum ,Pertussis cummulative for 2018,Pertussis cummulative for 2017
37,2018,41,Michigan,0,0,1,4,5,0,0,3,24,26,0,10,22,364,579
38,2018,41,Ohio,0,0,2,7,8,0,0,7,25,52,10,10,28,425,651
39,2018,41,Wisconsin,0,0,1,4,3,0,0,4,21,44,0,12,140,622,549
40,2018,41,West North Central,0,0,3,14,16,0,1,5,58,783,0,18,58,658,"1,273"
41,2018,41,Iowa,0,0,1,1,1,0,0,3,19,110,0,2,9,96,133
42,2018,41,Kansas,0,0,1,1,2,0,0,1,3,158,0,2,7,71,161
43,2018,41,Minnesota,0,0,1,0,4,0,0,3,10,71,0,6,32,197,548
44,2018,41,Missouri,0,0,3,10,7,0,0,3,23,429,0,3,14,115,319
45,2018,41,Nebraska,0,0,1,2,2,0,0,1,3,5,0,2,14,104,62
46,2018,41,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,39,42
47,2018,41,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,36,8
48,2018,41,South Atlantic,1,1,4,58,52,0,6,34,287,184,10,26,64,"1,068","1,226"
49,2018,41,Delaware,0,0,1,1,1,0,0,6,22,3,0,1,18,133,5
50,2018,41,District of Columbia,0,0,1,0,1,0,0,12,8,11,0,0,1,5,18
51,2018,41,Florida,0,0,2,19,17,0,1,7,42,46,9,6,16,275,299
52,2018,41,Georgia,0,0,2,18,7,0,0,4,11,47,0,0,8,27,198
53,2018,41,Maryland,1,0,2,6,4,0,0,3,25,8,1,1,10,86,85
54,2018,41,North Carolina,0,0,1,8,9,0,0,1,10,35,0,8,24,291,252
55,2018,41,South Carolina,0,0,0,0,3,0,0,1,5,0,0,3,11,113,156
56,2018,41,Virginia,0,0,2,6,8,0,1,31,163,33,0,3,29,120,204
57,2018,41,West Virginia,0,0,1,0,2,0,0,1,1,1,0,0,4,18,9
58,2018,41,East South Central,0,0,2,9,9,0,1,6,34,134,0,11,26,382,765
59,2018,41,Alabama,0,0,1,3,3,0,0,1,10,35,0,3,17,134,204
60,2018,41,Kentucky,0,0,1,1,2,0,0,1,7,16,0,4,16,132,356
61,2018,41,Mississippi,0,0,1,1,2,0,0,2,6,24,0,0,3,34,30
62,2018,41,Tennessee,0,0,2,4,2,0,0,5,11,59,0,2,8,82,175
63,2018,41,West South Central,0,0,3,19,20,3,2,33,136,"1,208",14,29,220,"1,049","1,669"
64,2018,41,Arkansas,0,0,1,1,0,0,0,3,9,541,0,2,12,59,177
65,2018,41,Louisiana,0,0,1,0,3,0,0,3,9,70,0,1,10,92,70
66,2018,41,Oklahoma,0,0,2,4,1,0,0,9,15,164,0,0,65,73,96
67,2018,41,Texas,0,0,3,14,16,3,2,23,103,433,14,22,148,825,"1,326"
68,2018,41,Mountain,0,0,2,11,15,0,1,5,50,170,10,38,70,"1,552","1,518"
69,2018,41,Arizona,0,0,1,1,4,0,0,2,9,33,2,4,13,167,345
70,2018,41,Colorado,0,0,1,4,4,0,0,3,22,81,6,14,35,515,414
71,2018,41,Idaho,0,0,1,2,1,0,0,1,1,5,1,7,21,337,39
72,2018,41,Montana,0,0,0,0,1,0,0,1,2,6,1,1,11,54,96
73,2018,41,Nevada,0,0,0,0,2,0,0,1,1,5,0,0,6,25,82
74,2018,41,New Mexico,0,0,1,1,2,0,0,2,5,1,0,4,15,199,149
75,2018,41,Utah,0,0,1,3,1,0,0,2,10,39,0,5,18,244,375
76,2018,41,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18
77,2018,41,Pacific,0,1,15,69,71,0,16,819,582,802,3,56,785,"2,147","2,203"
78,2018,41,Alaska,0,0,1,3,1,0,4,25,226,36,1,1,7,69,42
79,2018,41,California,0,1,4,40,54,0,2,5,64,170,0,38,69,"1,266","1,930"
80,2018,41,Hawaii,0,0,0,0,1,0,6,45,232,538,0,1,4,25,25
81,2018,41,Oregon,0,0,2,13,15,0,0,2,16,58,2,7,26,414,206
82,2018,41,Washington,0,0,11,13,0,0,0,779,44,0,0,4,740,373,0
84,2018,41,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,41,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,41,Guam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,2018,41,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13
88,2018,41,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,2018,42,United States,0,6,20,249,264,8,61,905,"1,928","4,397",47,257,"1,288","10,203","14,078"
22,2018,42,New England,0,0,2,15,11,0,1,14,52,167,0,16,43,606,893
23,2018,42,Connecticut,0,0,1,1,0,0,0,2,2,9,0,1,5,36,53
24,2018,42,Maine,0,0,1,1,0,0,0,1,4,1,0,6,17,270,343
25,2018,42,Massachusetts,0,0,2,12,6,0,1,10,26,143,0,4,20,144,294
26,2018,42,New Hampshire,0,0,0,0,0,0,0,1,3,3,0,2,20,108,57
27,2018,42,Rhode Island,0,0,1,1,2,0,0,11,2,10,0,0,24,25,52
28,2018,42,Vermont,0,0,0,0,3,0,0,7,15,1,0,0,3,23,94
29,2018,42,Middle Atlantic,0,1,3,29,35,7,10,63,404,490,7,23,48,853,"1,713"
30,2018,42,New Jersey,0,0,2,5,7,0,0,4,31,28,0,4,14,142,389
31,2018,42,New York (excluding New York City),0,0,2,12,10,3,1,54,58,158,4,7,23,260,435
32,2018,42,New York City,0,0,1,3,8,0,5,16,189,193,0,3,6,98,119
33,2018,42,Pennsylvania,0,0,2,9,10,4,1,15,126,111,3,9,29,353,770
34,2018,42,East North Central,0,1,3,24,31,1,6,34,314,422,12,44,158,"1,772","2,631"
35,2018,42,Illinois,0,0,1,5,8,0,4,32,232,259,0,6,46,202,477
36,2018,42,Indiana,0,0,2,4,7,0,0,2,11,40,0,4,10,130,337
37,2018,42,Michigan,0,0,1,4,5,0,0,3,24,26,0,10,22,364,596
38,2018,42,Ohio,0,0,2,7,8,1,0,7,26,52,10,10,28,435,663
39,2018,42,Wisconsin,0,0,1,4,3,0,0,4,21,45,2,12,140,641,558
40,2018,42,West North Central,0,0,3,14,16,0,1,5,60,784,0,18,58,673,"1,292"
41,2018,42,Iowa,0,0,1,1,1,0,0,3,20,110,0,2,9,102,135
42,2018,42,Kansas,0,0,1,1,2,0,0,1,3,158,0,2,7,79,166
43,2018,42,Minnesota,0,0,1,0,4,0,0,3,10,71,0,6,32,197,555
44,2018,42,Missouri,0,0,3,10,7,0,0,3,24,429,0,3,14,116,322
45,2018,42,Nebraska,0,0,1,2,2,0,0,1,3,6,0,2,14,104,62
46,2018,42,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,39,44
47,2018,42,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,4,36,8
48,2018,42,South Atlantic,0,1,4,58,53,0,6,34,287,189,7,27,64,"1,083","1,259"
49,2018,42,Delaware,0,0,1,1,1,0,0,6,22,3,2,1,18,138,5
50,2018,42,District of Columbia,0,0,0,0,1,0,0,12,8,11,0,0,1,5,18
51,2018,42,Florida,0,0,2,19,17,0,1,7,42,50,5,7,16,280,306
52,2018,42,Georgia,0,0,2,18,7,0,0,4,11,48,0,0,8,29,203
53,2018,42,Maryland,0,0,2,6,4,0,0,3,25,8,0,1,10,86,87
54,2018,42,North Carolina,0,0,1,8,9,0,0,1,10,35,0,8,24,294,260
55,2018,42,South Carolina,0,0,0,0,3,0,0,1,5,0,0,3,11,113,161
56,2018,42,Virginia,0,0,2,6,9,0,1,31,163,33,0,3,29,120,209
57,2018,42,West Virginia,0,0,1,0,2,0,0,1,1,1,0,0,4,18,10
58,2018,42,East South Central,0,0,2,9,9,0,1,5,36,135,0,11,26,403,778
59,2018,42,Alabama,0,0,1,3,3,0,0,1,10,35,0,3,19,155,207
60,2018,42,Kentucky,0,0,1,1,2,0,0,1,7,16,0,4,16,132,362
61,2018,42,Mississippi,0,0,1,1,2,0,0,2,8,24,0,0,3,34,31
62,2018,42,Tennessee,0,0,2,4,2,0,0,3,11,60,0,2,8,82,178
63,2018,42,West South Central,0,0,3,19,20,0,3,33,139,"1,210",4,29,220,"1,053","1,690"
64,2018,42,Arkansas,0,0,1,1,0,0,0,3,9,541,1,2,12,60,178
65,2018,42,Louisiana,0,0,1,0,3,0,0,3,9,70,0,1,10,92,70
66,2018,42,Oklahoma,0,0,2,4,1,0,0,9,15,164,0,0,65,73,96
67,2018,42,Texas,0,0,3,14,16,0,2,23,106,435,3,22,148,828,"1,346"
68,2018,42,Mountain,0,0,2,11,15,0,1,5,50,171,15,38,70,"1,573","1,550"
69,2018,42,Arizona,0,0,1,1,4,0,0,2,9,34,5,4,13,175,354
70,2018,42,Colorado,0,0,1,4,4,0,0,3,22,81,10,14,35,525,428
71,2018,42,Idaho,0,0,1,2,1,0,0,1,1,5,0,7,21,337,39
72,2018,42,Montana,0,0,0,0,1,0,0,1,2,6,0,1,11,54,97
73,2018,42,Nevada,0,0,0,0,2,0,0,1,1,5,0,0,6,25,84
74,2018,42,New Mexico,0,0,1,1,2,0,0,2,5,1,0,4,15,199,150
75,2018,42,Utah,0,0,1,3,1,0,0,2,10,39,0,5,18,247,380
76,2018,42,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,4,11,18
77,2018,42,Pacific,0,1,15,70,74,0,16,819,586,829,2,56,785,"2,187","2,272"
78,2018,42,Alaska,0,0,1,3,1,0,4,25,226,38,0,1,7,69,42
79,2018,42,California,0,1,4,41,56,0,1,5,65,174,0,38,69,"1,283","1,995"
80,2018,42,Hawaii,0,0,0,0,1,0,6,45,235,557,0,1,4,25,27
81,2018,42,Oregon,0,0,2,13,16,0,0,2,16,60,2,7,26,427,208
82,2018,42,Washington,0,0,11,13,0,0,0,779,44,0,0,5,740,383,0
84,2018,42,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,42,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,42,Guam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,2018,42,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13
88,2018,42,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,2018,43,United States,2,6,20,253,275,12,60,905,"1,963","4,523",62,260,"1,288","10,523","14,359"
22,2018,43,New England,0,0,2,17,12,0,1,14,56,173,3,17,43,659,920
23,2018,43,Connecticut,0,0,1,1,0,0,0,2,2,9,0,1,5,36,56
24,2018,43,Maine,0,0,1,1,0,0,0,1,4,1,3,6,17,292,348
25,2018,43,Massachusetts,0,0,2,14,7,0,1,10,30,149,0,4,19,173,306
26,2018,43,New Hampshire,0,0,0,0,0,0,0,1,3,3,0,2,20,109,60
27,2018,43,Rhode Island,0,0,1,1,2,0,0,11,2,10,0,0,24,26,54
28,2018,43,Vermont,0,0,0,0,3,0,0,7,15,1,0,0,3,23,96
29,2018,43,Middle Atlantic,1,1,3,30,36,3,9,63,413,553,7,23,48,871,"1,741"
30,2018,43,New Jersey,0,0,2,5,7,0,0,4,31,30,0,4,14,153,394
31,2018,43,New York (excluding New York City),0,0,2,12,10,0,1,54,58,212,5,7,23,266,439
32,2018,43,New York City,1,0,1,4,8,0,5,16,193,199,0,3,6,99,121
33,2018,43,Pennsylvania,0,0,1,9,11,3,1,15,131,112,2,9,29,353,787
34,2018,43,East North Central,0,0,3,24,31,2,6,34,320,429,9,44,158,"1,833","2,697"
35,2018,43,Illinois,0,0,1,5,8,0,4,32,233,264,0,6,46,207,495
36,2018,43,Indiana,0,0,2,4,7,0,0,2,11,41,0,3,10,130,342
37,2018,43,Michigan,0,0,1,4,5,0,0,3,27,27,0,10,22,385,612
38,2018,43,Ohio,0,0,2,7,8,2,0,7,28,52,7,10,28,442,674
39,2018,43,Wisconsin,0,0,1,4,3,0,0,4,21,45,2,13,140,669,574
40,2018,43,West North Central,1,0,3,15,18,0,1,5,60,786,1,18,58,707,"1,315"
41,2018,43,Iowa,0,0,1,1,1,0,0,3,20,110,0,2,9,102,137
42,2018,43,Kansas,0,0,1,1,3,0,0,1,3,158,0,2,7,87,169
43,2018,43,Minnesota,0,0,1,0,4,0,0,3,10,71,0,6,32,197,566
44,2018,43,Missouri,1,0,3,11,8,0,0,3,24,431,1,3,14,123,328
45,2018,43,Nebraska,0,0,1,2,2,0,0,1,3,6,0,2,14,104,62
46,2018,43,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,40,45
47,2018,43,South Dakota,0,0,0,0,0,0,0,0,0,0,0,1,6,54,8
48,2018,43,South Atlantic,0,1,4,58,57,3,6,34,290,195,12,26,64,"1,117","1,278"
49,2018,43,Delaware,0,0,1,1,1,0,0,6,22,3,0,2,18,144,5
50,2018,43,District of Columbia,0,0,0,0,1,0,0,12,8,13,0,0,1,5,19
51,2018,43,Florida,0,0,2,19,18,2,1,7,44,50,6,6,16,286,306
52,2018,43,Georgia,0,0,2,18,9,0,0,4,11,51,0,0,8,31,206
53,2018,43,Maryland,0,0,2,6,4,0,0,3,25,8,2,1,10,90,90
54,2018,43,North Carolina,0,0,1,8,9,0,0,1,10,35,0,8,24,300,263
55,2018,43,South Carolina,0,0,0,0,3,0,0,1,5,0,0,3,11,113,163
56,2018,43,Virginia,0,0,2,6,10,1,1,31,164,34,4,3,29,130,216
57,2018,43,West Virginia,0,0,1,0,2,0,0,1,1,1,0,0,4,18,10
58,2018,43,East South Central,0,0,2,9,9,0,1,5,36,138,1,11,26,427,790
59,2018,43,Alabama,0,0,1,3,3,0,0,1,10,35,0,3,19,158,209
60,2018,43,Kentucky,0,0,1,1,2,0,0,1,7,16,0,4,16,140,366
61,2018,43,Mississippi,0,0,1,1,2,0,0,2,8,24,0,0,3,34,32
62,2018,43,Tennessee,0,0,2,4,2,0,0,3,11,63,1,2,8,95,183
63,2018,43,West South Central,0,0,3,19,21,4,3,33,148,"1,213",18,29,220,"1,083","1,715"
64,2018,43,Arkansas,0,0,1,1,0,0,0,3,9,541,0,2,12,60,181
65,2018,43,Louisiana,0,0,1,0,4,0,0,3,10,70,0,1,10,92,71
66,2018,43,Oklahoma,0,0,2,4,1,0,0,9,15,164,0,0,65,73,96
67,2018,43,Texas,0,0,3,14,16,4,2,23,114,438,18,22,148,858,"1,367"
68,2018,43,Mountain,0,0,2,11,15,0,1,5,53,172,11,38,70,"1,592","1,583"
69,2018,43,Arizona,0,0,1,1,4,0,0,2,10,34,2,4,13,177,360
70,2018,43,Colorado,0,0,1,4,4,0,0,3,22,81,9,14,35,534,447
71,2018,43,Idaho,0,0,1,2,1,0,0,1,1,5,0,7,21,338,40
72,2018,43,Montana,0,0,0,0,1,0,0,1,2,6,0,1,11,54,97
73,2018,43,Nevada,0,0,0,0,2,0,0,1,1,5,0,0,6,25,84
74,2018,43,New Mexico,0,0,1,1,2,0,0,2,6,1,0,4,15,199,151
75,2018,43,Utah,0,0,1,3,1,0,0,2,11,40,0,5,18,253,386
76,2018,43,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,4,12,18
77,2018,43,Pacific,0,1,15,70,76,0,15,819,587,864,0,55,785,"2,234","2,320"
78,2018,43,Alaska,0,0,1,3,1,0,4,25,226,47,0,1,7,69,43
79,2018,43,California,0,1,4,41,56,0,1,5,66,175,0,37,69,"1,310","2,041"
80,2018,43,Hawaii,0,0,0,0,1,0,5,45,235,582,0,1,4,26,27
81,2018,43,Oregon,0,0,2,13,18,0,0,2,16,60,0,7,26,433,209
82,2018,43,Washington,0,0,11,13,0,0,0,779,44,0,0,6,740,396,0
84,2018,43,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,43,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,43,Guam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,2018,43,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13
88,2018,43,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,2018,44,United States,3,6,20,262,281,10,59,905,"2,002","4,619",80,260,"1,288","10,801","14,761"
22,2018,44,New England,0,0,2,18,12,0,1,14,56,183,8,17,43,687,953
23,2018,44,Connecticut,0,0,1,1,0,0,0,2,2,9,0,1,5,37,61
24,2018,44,Maine,0,0,1,1,0,0,0,1,4,1,8,7,17,304,353
25,2018,44,Massachusetts,0,0,2,15,7,0,1,10,30,158,0,4,19,187,324
26,2018,44,New Hampshire,0,0,0,0,0,0,0,1,3,3,0,2,20,110,63
27,2018,44,Rhode Island,0,0,1,1,2,0,0,11,2,11,0,0,24,26,55
28,2018,44,Vermont,0,0,0,0,3,0,0,7,15,1,0,0,3,23,97
29,2018,44,Middle Atlantic,2,1,3,32,36,2,9,41,419,572,12,23,48,897,"1,781"
30,2018,44,New Jersey,0,0,2,5,7,0,0,4,31,31,0,4,14,164,405
31,2018,44,New York (excluding New York City),1,0,2,13,10,1,1,26,59,225,3,7,23,270,446
32,2018,44,New York City,1,0,1,5,8,0,4,16,196,203,0,3,6,99,124
33,2018,44,Pennsylvania,0,0,1,9,11,1,1,15,133,113,9,9,29,364,806
34,2018,44,East North Central,0,0,3,24,33,0,6,34,339,430,19,44,158,"1,896","2,791"
35,2018,44,Illinois,0,0,1,5,8,0,4,32,248,265,0,5,46,213,526
36,2018,44,Indiana,0,0,2,4,8,0,0,2,11,41,0,3,10,130,348
37,2018,44,Michigan,0,0,1,4,5,0,1,3,30,27,0,10,22,401,627
38,2018,44,Ohio,0,0,2,7,9,0,0,7,28,52,18,10,28,459,692
39,2018,44,Wisconsin,0,0,1,4,3,0,0,4,22,45,1,13,140,693,598
40,2018,44,West North Central,0,0,3,16,18,2,1,5,65,788,1,19,58,757,"1,352"
41,2018,44,Iowa,0,0,1,1,1,0,0,3,20,111,0,2,9,108,139
42,2018,44,Kansas,0,0,1,1,3,0,0,1,3,159,0,2,7,91,176
43,2018,44,Minnesota,0,0,1,0,4,0,0,3,10,71,0,6,32,197,578
44,2018,44,Missouri,0,0,3,11,8,2,0,3,26,431,0,3,14,127,337
45,2018,44,Nebraska,0,0,1,3,2,0,0,2,6,6,1,3,14,123,66
46,2018,44,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,42,48
47,2018,44,South Dakota,0,0,0,0,0,0,0,0,0,0,0,1,11,69,8
48,2018,44,South Atlantic,0,1,4,58,58,3,5,34,293,210,12,27,64,"1,132","1,313"
49,2018,44,Delaware,0,0,1,1,1,0,0,6,22,3,0,2,18,144,5
50,2018,44,District of Columbia,0,0,0,0,1,0,0,12,8,25,0,0,1,5,19
51,2018,44,Florida,0,0,2,19,18,2,1,7,46,51,4,6,16,290,309
52,2018,44,Georgia,0,0,2,18,9,0,0,4,11,53,0,0,8,31,206
53,2018,44,Maryland,0,0,2,6,4,0,0,3,24,8,4,1,10,96,92
54,2018,44,North Carolina,0,0,1,8,9,0,0,1,10,35,0,8,24,300,285
55,2018,44,South Carolina,0,0,0,0,3,0,0,1,5,0,0,3,11,113,167
56,2018,44,Virginia,0,0,2,6,10,1,1,31,166,34,4,3,29,135,218
57,2018,44,West Virginia,0,0,1,0,3,0,0,1,1,1,0,0,4,18,12
58,2018,44,East South Central,0,0,2,9,10,0,1,5,37,139,0,11,26,432,807
59,2018,44,Alabama,0,0,1,3,3,0,0,1,11,35,0,3,19,160,209
60,2018,44,Kentucky,0,0,1,1,2,0,0,1,7,16,0,4,16,142,376
61,2018,44,Mississippi,0,0,1,1,2,0,0,2,8,24,0,0,3,34,32
62,2018,44,Tennessee,0,0,2,4,3,0,0,3,11,64,0,2,8,96,190
63,2018,44,West South Central,0,0,3,19,22,2,3,33,150,"1,214",14,29,220,"1,101","1,752"
64,2018,44,Arkansas,0,0,1,1,0,0,0,3,9,541,0,2,12,60,188
65,2018,44,Louisiana,0,0,1,0,5,0,0,3,10,70,1,1,10,94,72
66,2018,44,Oklahoma,0,0,2,4,1,0,0,9,15,164,4,0,65,77,97
67,2018,44,Texas,0,0,3,14,16,2,2,23,116,439,9,22,148,870,"1,395"
68,2018,44,Mountain,0,0,2,11,15,1,1,5,54,172,14,38,70,"1,608","1,630"
69,2018,44,Arizona,0,0,1,1,4,0,0,2,10,34,0,4,13,177,361
70,2018,44,Colorado,0,0,1,4,4,1,0,3,23,81,12,13,35,546,473
71,2018,44,Idaho,0,0,1,2,1,0,0,1,1,5,1,7,21,339,44
72,2018,44,Montana,0,0,0,0,1,0,0,1,2,6,1,1,11,55,98
73,2018,44,Nevada,0,0,0,0,2,0,0,1,1,5,0,0,6,25,84
74,2018,44,New Mexico,0,0,1,1,2,0,0,2,6,1,0,4,15,201,153
75,2018,44,Utah,0,0,1,3,1,0,0,2,11,40,0,5,18,253,399
76,2018,44,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,4,12,18
77,2018,44,Pacific,1,1,15,75,77,0,14,819,589,911,0,55,785,"2,291","2,382"
78,2018,44,Alaska,0,0,1,3,1,0,4,25,226,55,0,1,7,73,44
79,2018,44,California,0,1,4,41,56,0,1,5,67,177,0,36,69,"1,330","2,097"
80,2018,44,Hawaii,0,0,0,0,1,0,5,45,235,618,0,1,4,26,29
81,2018,44,Oregon,1,0,2,14,19,0,0,2,16,61,0,7,26,441,212
82,2018,44,Washington,0,0,11,17,0,0,0,779,45,0,0,7,740,421,0
84,2018,44,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018,44,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018,44,Guam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,2018,44,Puerto Rico,0,0,0,0,1,0,0,0,0,1,0,0,1,0,13
88,2018,44,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,2018,45,United States,4,6,20,268,289,5,58,905,"2,024","4,682",58,258,"1,288","11,010","15,155"
22,2018,45,New England,1,0,2,20,13,0,1,14,58,187,7,17,43,704,979
23,2018,45,Connecticut,0,0,1,1,0,0,0,2,2,9,0,1,5,38,62
24,2018,45,Maine,0,0,1,1,0,0,0,1,4,1,7,7,17,318,358
25,2018,45,Massachusetts,1,0,2,17,8,0,1,10,32,162,0,4,19,189,337
26,2018,45,New Hampshire,0,0,0,0,0,0,0,1,3,3,0,1,20,110,66
27,2018,45,Rhode Island,0,0,1,1,2,0,0,11,2,11,0,0,24,26,56
28,2018,45,Vermont,0,0,0,0,3,0,0,7,15,1,0,0,3,23,100
29,2018,45,Middle Atlantic,0,1,3,33,37,0,9,41,422,582,10,22,48,910,"1,826"
30,2018,45,New Jersey,0,0,2,5,7,0,0,4,31,31,0,4,14,166,413
31,2018,45,New York (excluding New York City),0,0,2,13,10,0,1,26,59,230,8,6,23,278,455
32,2018,45,New York City,0,0,1,5,9,0,4,16,198,208,0,3,6,99,128
33,2018,45,Pennsylvania,0,0,1,10,11,0,1,15,134,113,2,9,29,367,830
34,2018,45,East North Central,0,0,3,24,35,0,6,34,342,432,1,44,158,"1,945","2,895"
35,2018,45,Illinois,0,0,1,5,8,0,4,32,251,267,0,5,46,221,572
36,2018,45,Indiana,0,0,2,4,9,0,0,2,11,41,0,3,10,130,352
37,2018,45,Michigan,0,0,1,4,5,0,1,3,30,27,0,9,22,401,641
38,2018,45,Ohio,0,0,2,7,10,0,0,7,28,52,0,10,28,459,712
39,2018,45,Wisconsin,0,0,1,4,3,0,0,4,22,45,1,14,140,734,618
40,2018,45,West North Central,0,0,3,16,18,0,1,5,66,790,4,20,58,790,"1,376"
41,2018,45,Iowa,0,0,1,1,1,0,0,3,21,111,0,2,9,112,142
42,2018,45,Kansas,0,0,1,1,3,0,0,1,3,160,0,2,6,91,177
43,2018,45,Minnesota,0,0,1,0,4,0,0,3,10,72,0,6,32,197,584
44,2018,45,Missouri,0,0,3,11,8,0,0,3,26,431,1,3,14,134,347
45,2018,45,Nebraska,0,0,1,3,2,0,0,2,6,6,3,3,14,126,68
46,2018,45,North Dakota,0,0,0,0,0,0,0,0,0,10,0,1,4,44,50
47,2018,45,South Dakota,0,0,0,0,0,0,0,0,0,0,0,1,13,86,8
48,2018,45,South Atlantic,1,1,4,59,60,0,5,34,297,215,11,26,64,"1,144","1,339"
49,2018,45,Delaware,0,0,1,1,1,0,0,6,22,3,0,2,18,144,5
50,2018,45,District of Columbia,0,0,0,0,1,0,0,7,8,27,0,0,1,5,20
51,2018,45,Florida,1,0,2,20,19,0,1,7,46,52,8,7,16,299,315
52,2018,45,Georgia,0,0,2,18,9,0,0,4,14,55,0,0,8,31,207
53,2018,45,Maryland,0,0,2,6,5,0,0,3,24,8,1,1,10,97,93
54,2018,45,North Carolina,0,0,1,8,9,0,0,1,10,35,0,8,24,300,297
55,2018,45,South Carolina,0,0,0,0,3,0,0,1,5,0,0,3,11,113,169
56,2018,45,Virginia,0,0,2,6,10,0,1,31,167,34,2,3,29,137,221
57,2018,45,West Virginia,0,0,0,0,3,0,0,1,1,1,0,0,4,18,12
58,2018,45,East South Central,0,0,2,9,11,0,1,5,37,144,0,11,26,436,822
59,2018,45,Alabama,0,0,1,3,3,0,0,1,11,35,0,3,19,163,213
60,2018,45,Kentucky,0,0,1,1,2,0,0,1,7,17,0,3,16,142,383
61,2018,45,Mississippi,0,0,1,1,2,0,0,2,8,25,0,0,3,35,32
62,2018,45,Tennessee,0,0,2,4,4,0,0,3,11,67,0,2,8,96,194
63,2018,45,West South Central,1,0,3,20,23,4,3,33,156,"1,217",11,28,220,"1,117","1,797"
64,2018,45,Arkansas,0,0,1,1,0,0,0,3,9,541,0,1,12,60,191
65,2018,45,Louisiana,0,0,0,0,5,0,0,3,10,70,0,1,10,96,72
66,2018,45,Oklahoma,0,0,2,4,1,0,0,9,15,164,0,0,65,77,113
67,2018,45,Texas,1,0,3,15,17,4,2,23,122,442,11,22,148,884,"1,421"
68,2018,45,Mountain,1,0,2,12,15,1,1,5,56,172,13,38,70,"1,648","1,669"
69,2018,45,Arizona,0,0,1,1,4,1,0,2,11,34,1,5,13,189,367
70,2018,45,Colorado,1,0,1,5,4,0,0,3,23,81,8,13,35,554,495
71,2018,45,Idaho,0,0,1,2,1,0,0,1,1,5,3,7,21,344,47
72,2018,45,Montana,0,0,0,0,1,0,0,1,2,6,0,1,11,56,98
73,2018,45,Nevada,0,0,0,0,2,0,0,1,1,5,0,0,6,25,85
74,2018,45,New Mexico,0,0,1,1,2,0,0,2,6,1,0,4,15,201,155
75,2018,45,Utah,0,0,1,3,1,0,0,2,12,40,1,5,18,266,404
76,2018,45,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,4,13,18
77,2018,45,Pacific,0,1,15,75,77,0,14,819,590,943,1,52,785,"2,316","2,452"
78,2018,45,Alaska,0,0,1,3,1,0,3,25,226,60,0,1,7,73,46
79,2018,45,California,0,1,4,41,56,0,1,5,67,178,0,34,69,"1,349","2,161"
80,2018,45,Hawaii,0,0,0,0,1,0,5,45,235,644,0,1,4,26,30
81,2018,45,Oregon,0,0,2,14,19,0,0,2,16,61,1,8,26,446,215
82,2018,45,Washington,0,0,11,17,0,0,0,779,46,0,0,7,740,422,0
